Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Female,YES,YES,123882.73,NO
France,Male,YES,YES,15304.08,NO
Spain,Male,YES,YES,76569.64,YES
Germany,Female,YES,YES,120657.32,YES
Spain,Male,YES,YES,16436.56,NO
Germany,Male,YES,YES,107667.91,NO
France,Female,YES,NO,95611.47,NO
France,Male,NO,NO,19799.26,NO
Spain,Female,NO,YES,123214.74,NO
Spain,Male,NO,YES,71709.12,NO
Germany,Male,YES,YES,149066.14,NO
Germany,Male,YES,NO,20451.99,YES
Germany,Male,YES,YES,32825.5,NO
France,Male,YES,NO,6232.31,NO
France,Female,NO,YES,10357.03,NO
France,Female,YES,NO,147794.63,NO
France,Male,NO,NO,116973.48,NO
Germany,Male,YES,NO,129964.94,NO
Spain,Male,YES,NO,92816.86,NO
France,Female,YES,NO,172114.67,NO
Spain,Female,YES,NO,16649.31,YES
France,Male,YES,NO,144517.19,NO
Germany,Female,NO,NO,182038.6,NO
Spain,Female,NO,NO,24210.56,NO
France,Male,NO,NO,172175.9,NO
France,Female,YES,YES,47578.45,NO
Spain,Female,YES,YES,150694.42,YES
Spain,Female,YES,YES,177683.02,YES
France,Male,NO,NO,66088.83,NO
France,Female,YES,NO,169291.7,NO
France,Male,YES,YES,117140.41,NO
France,Female,YES,YES,79510.37,NO
France,Male,NO,YES,77108.66,NO
France,Female,YES,YES,9679.28,NO
France,Female,YES,NO,81753.92,NO
France,Female,NO,NO,131372.38,YES
France,Male,YES,YES,25310.82,NO
France,Female,NO,NO,187925.75,NO
Spain,Male,NO,NO,98820.39,NO
Germany,Male,YES,NO,64166.7,YES
Germany,Female,NO,YES,176924.21,YES
France,Male,YES,YES,90055.08,NO
Spain,Male,YES,YES,72814.31,NO
France,Male,NO,YES,168290.06,NO
France,Male,YES,NO,161767.38,NO
France,Female,YES,NO,44420.18,NO
France,Female,NO,YES,37147.61,NO
France,Male,YES,YES,125381.02,NO
France,Male,YES,YES,149853.89,NO
France,Female,NO,NO,161435.02,YES
France,Male,YES,YES,102925.76,NO
France,Male,YES,YES,70899.27,NO
France,Male,NO,NO,145936.28,NO
Spain,Female,YES,NO,54227.06,NO
Spain,Male,YES,YES,59280.79,NO
Germany,Male,YES,YES,126952.5,NO
France,Male,NO,YES,130567.02,NO
Germany,Female,YES,NO,73294.48,NO
France,Female,YES,YES,3937.37,NO
Germany,Male,YES,NO,2383.59,NO
Spain,Female,YES,NO,14279.44,NO
France,Male,YES,NO,141300.53,NO
Germany,Female,YES,NO,78140.75,NO
Spain,Female,YES,YES,117431.1,NO
France,Female,YES,NO,72008.61,NO
France,Male,YES,YES,60887.58,NO
France,Female,YES,NO,194764.83,NO
France,Female,YES,NO,88705.14,YES
Germany,Female,NO,NO,35817.97,YES
Germany,Female,YES,NO,31520.4,NO
Germany,Male,YES,YES,157908.19,YES
Spain,Female,YES,NO,142200.15,NO
France,Female,NO,YES,182055.36,NO
Germany,Male,NO,NO,157552.08,YES
Spain,Male,NO,NO,120284.67,NO
France,Female,NO,YES,24506.95,YES
Germany,Female,NO,NO,47271.61,YES
France,Male,NO,NO,41176.6,NO
France,Male,NO,YES,9468.64,NO
France,Male,NO,NO,123880.19,NO
Germany,Male,YES,NO,158887.09,YES
France,Male,YES,YES,117036.38,NO
Germany,Female,YES,NO,120415.61,YES
Spain,Male,NO,NO,16064.25,YES
France,Male,YES,YES,52615.62,NO
Spain,Female,NO,NO,121210.09,NO
France,Male,YES,NO,192247.35,NO
France,Female,NO,YES,68759.57,NO
France,Male,NO,YES,75937.47,NO
France,Female,NO,NO,84569.13,NO
Germany,Male,YES,YES,190696.35,YES
Spain,Male,NO,YES,67468.67,NO
France,Male,YES,YES,104435.94,NO
Germany,Male,NO,YES,47166.55,NO
Spain,Female,YES,NO,119899.52,NO
Spain,Male,YES,YES,173498.45,NO
France,Male,YES,YES,93249.26,NO
France,Male,YES,YES,142917.54,NO
Germany,Female,YES,NO,111755.8,NO
Germany,Female,YES,YES,108543.21,NO
France,Male,YES,NO,180345.44,NO
Germany,Male,NO,NO,99444.02,NO
France,Female,NO,YES,109563.28,NO
Germany,Male,YES,NO,92568.07,NO
France,Female,YES,YES,37976.36,NO
Germany,Female,NO,YES,103315.74,NO
France,Male,YES,YES,173952.5,NO
Germany,Female,NO,YES,34673.98,NO
Germany,Female,YES,YES,46163.44,NO
Spain,Female,NO,YES,140676.98,NO
France,Male,NO,YES,151738.54,NO
Spain,Female,NO,NO,14679.81,YES
France,Female,NO,NO,175544.02,NO
France,Male,YES,YES,181964.6,NO
Germany,Male,YES,YES,136886.86,NO
France,Female,YES,NO,122218.23,NO
France,Female,YES,NO,180439.75,NO
Spain,Male,NO,YES,190419.81,NO
Spain,Female,YES,YES,58685.59,NO
Germany,Male,YES,YES,89017.38,YES
France,Female,NO,NO,50051.42,NO
France,Male,YES,NO,146041.45,NO
France,Male,YES,NO,191166.09,NO
Germany,Female,NO,NO,103516.08,YES
Spain,Male,YES,YES,164825.04,NO
France,Female,YES,NO,172557.77,NO
Germany,Male,YES,NO,84320.94,NO
France,Female,NO,NO,122662.98,NO
Spain,Male,YES,NO,72085.1,NO
Spain,Female,NO,YES,110932.24,YES
Spain,Male,YES,NO,143635.36,NO
Germany,Male,YES,YES,3710.34,NO
France,Female,YES,YES,179843.33,NO
Spain,Male,YES,YES,10643.38,NO
Germany,Female,YES,YES,131167.98,NO
France,Female,YES,NO,10553.31,NO
France,Female,YES,YES,130928.22,NO
Spain,Female,NO,YES,157003.99,NO
Germany,Female,YES,YES,138527.56,NO
Germany,Male,YES,YES,167032.49,NO
France,Female,NO,NO,41642.29,NO
France,Male,YES,NO,9677.0,NO
Spain,Female,YES,YES,147012.22,NO
Germany,Female,YES,YES,80553.87,NO
Spain,Female,NO,YES,30730.95,YES
France,Male,NO,NO,140134.43,NO
Germany,Male,NO,NO,91936.1,YES
France,Female,NO,NO,178252.63,NO
Germany,Male,NO,YES,198674.08,NO
Spain,Female,YES,NO,28266.9,YES
France,Male,YES,NO,92381.01,NO
France,Male,NO,NO,135180.11,NO
Germany,Male,NO,NO,27330.59,NO
France,Female,YES,NO,125305.34,NO
Spain,Male,YES,YES,149648.45,NO
France,Male,NO,YES,59887.15,NO
Germany,Male,YES,NO,45041.32,NO
Germany,Female,NO,NO,113316.77,YES
Germany,Female,YES,YES,39087.42,NO
France,Female,YES,YES,7330.59,NO
France,Female,NO,YES,95463.29,NO
Spain,Male,YES,NO,167848.02,NO
Germany,Female,YES,NO,93953.84,YES
Spain,Male,NO,YES,174227.66,NO
Spain,Male,YES,YES,135399.21,NO
France,Male,YES,NO,195635.3,YES
France,Male,YES,NO,97508.04,YES
France,Female,YES,NO,188083.77,YES
France,Male,YES,YES,116704.25,NO
France,Male,NO,YES,97614.87,NO
France,Male,NO,NO,186884.04,NO
Germany,Female,NO,YES,131501.72,NO
France,Male,YES,YES,24302.95,NO
France,Female,YES,NO,110510.28,YES
Germany,Male,YES,NO,108488.33,YES
France,Male,YES,YES,197015.2,NO
France,Female,YES,YES,27689.77,NO
Germany,Female,YES,NO,9217.55,YES
France,Female,YES,YES,15068.18,NO
France,Male,YES,NO,7797.01,NO
France,Female,NO,YES,4400.32,NO
France,Female,NO,NO,182025.95,NO
Germany,Female,NO,YES,122763.95,NO
Spain,Female,YES,YES,38152.01,NO
France,Female,YES,NO,63163.99,NO
France,Female,YES,YES,73418.29,NO
France,Female,YES,NO,17978.68,YES
France,Female,YES,NO,115136.51,YES
France,Male,YES,NO,149575.59,NO
France,Female,YES,NO,60917.24,YES
France,Male,YES,YES,142548.33,NO
France,Male,YES,YES,157878.67,NO
Spain,Male,YES,NO,12796.43,NO
France,Male,YES,YES,18657.77,NO
Germany,Male,YES,YES,134589.58,NO
France,Female,NO,YES,10350.74,NO
Spain,Male,NO,NO,66013.27,NO
Germany,Male,YES,YES,5907.11,NO
France,Male,YES,NO,74077.91,NO
France,Female,YES,YES,77294.56,YES
Germany,Female,YES,NO,54359.02,YES
Germany,Male,YES,YES,156124.93,NO
France,Male,YES,NO,94820.85,NO
France,Female,YES,NO,155155.25,NO
France,Female,YES,NO,128702.1,YES
Germany,Male,YES,NO,22745.5,NO
Germany,Male,YES,NO,71865.31,YES
France,Male,NO,YES,84294.82,NO
France,Female,YES,YES,149139.13,NO
France,Male,YES,NO,185489.11,NO
France,Male,NO,NO,176407.15,YES
France,Female,YES,YES,92027.69,YES
France,Male,YES,YES,43932.54,NO
France,Female,YES,NO,115789.25,YES
Spain,Male,YES,YES,125777.28,NO
Spain,Male,YES,NO,18461.9,NO
France,Male,YES,YES,79633.38,NO
Spain,Female,YES,YES,121542.29,NO
Spain,Female,YES,NO,94739.2,NO
Germany,Male,YES,NO,93302.29,NO
France,Male,YES,YES,193793.78,NO
France,Male,YES,NO,74835.65,NO
France,Male,YES,YES,56999.9,YES
France,Female,YES,YES,57236.44,NO
Spain,Male,NO,NO,81483.64,NO
Spain,Male,YES,NO,26752.56,NO
France,Male,NO,YES,9200.54,NO
Spain,Male,YES,NO,22447.85,YES
France,Male,YES,NO,189122.89,YES
Germany,Female,YES,YES,16161.82,NO
France,Female,YES,YES,68600.36,NO
Germany,Female,YES,YES,447.73,NO
Spain,Male,YES,YES,15650.73,NO
Germany,Male,YES,YES,149599.62,NO
Germany,Male,YES,YES,90304.01,NO
France,Female,NO,NO,115676.38,NO
Spain,Male,NO,NO,38812.67,NO
Germany,Male,YES,YES,34338.21,NO
Germany,Female,YES,NO,823.36,NO
Spain,Male,NO,YES,135482.26,YES
Spain,Male,YES,YES,10656.89,NO
France,Female,NO,YES,116467.35,NO
France,Male,YES,YES,96823.32,YES
Germany,Female,NO,YES,171096.2,NO
France,Female,YES,YES,79881.39,NO
France,Female,YES,NO,157862.82,NO
Spain,Male,YES,YES,127951.81,NO
France,Female,NO,NO,191074.11,NO
France,Female,YES,NO,157333.69,YES
Germany,Female,YES,NO,133457.52,NO
France,Male,YES,NO,130789.6,NO
Spain,Female,YES,YES,128373.88,NO
Spain,Female,YES,NO,194273.2,YES
France,Female,YES,YES,5684.17,YES
France,Male,YES,YES,131043.2,NO
France,Female,NO,NO,21228.34,YES
France,Female,YES,YES,43250.3,NO
Germany,Male,YES,NO,4389.4,NO
Germany,Female,NO,YES,189271.9,NO
Spain,Male,YES,YES,102284.2,NO
Spain,Female,NO,YES,156774.94,YES
France,Female,NO,NO,69865.49,NO
Spain,Female,NO,YES,85523.24,NO
Spain,Female,YES,YES,51219.8,NO
Spain,Male,NO,NO,7222.92,NO
France,Female,YES,YES,23971.33,NO
Germany,Female,YES,YES,132173.31,NO
Spain,Male,YES,NO,113639.64,NO
Spain,Male,YES,YES,39768.59,NO
Spain,Male,YES,NO,108732.96,YES
Germany,Female,YES,YES,117349.19,YES
France,Female,YES,YES,78004.5,NO
France,Female,YES,YES,152417.79,NO
Spain,Female,NO,NO,26057.08,NO
France,Male,NO,NO,79972.09,NO
Germany,Male,NO,YES,107125.79,NO
France,Female,YES,YES,47679.14,NO
France,Male,YES,YES,134509.47,NO
Germany,Male,NO,NO,153265.31,NO
Spain,Female,NO,YES,179883.04,NO
France,Male,YES,NO,138882.98,NO
Spain,Female,NO,YES,9855.81,NO
France,Female,YES,NO,67046.83,YES
France,Female,YES,NO,56388.63,NO
France,Female,YES,NO,77764.37,NO
France,Female,YES,NO,130590.35,NO
France,Male,NO,NO,151912.49,NO
Germany,Female,NO,NO,151083.8,NO
France,Male,YES,YES,777.37,NO
Germany,Female,NO,NO,69454.24,YES
France,Male,NO,YES,11723.57,NO
Germany,Male,YES,YES,91565.25,NO
France,Male,YES,NO,79616.37,NO
Spain,Male,YES,NO,102299.81,YES
Spain,Male,YES,YES,104533.51,NO
France,Female,YES,NO,140765.57,YES
France,Male,YES,NO,66214.13,NO
France,Female,YES,YES,139816.1,NO
Germany,Female,NO,YES,140139.28,NO
Spain,Female,NO,NO,102297.15,NO
Spain,Male,YES,NO,145765.83,NO
Spain,Male,NO,YES,83912.24,NO
Spain,Male,NO,YES,78439.73,NO
Spain,Male,NO,YES,6776.92,NO
Germany,Female,YES,YES,9903.42,NO
France,Female,NO,NO,91561.91,NO
Germany,Female,YES,NO,4027.02,NO
France,Female,YES,YES,116111.51,NO
Germany,Male,YES,YES,184023.54,NO
France,Female,NO,NO,67124.48,YES
Germany,Female,YES,NO,50070.59,NO
Germany,Male,NO,NO,53793.1,YES
Spain,Female,YES,NO,45261.47,NO
France,Male,YES,YES,36721.4,NO
France,Male,YES,NO,130009.85,YES
Spain,Male,YES,YES,175380.77,NO
France,Male,YES,NO,127847.25,YES
Spain,Male,YES,YES,138231.7,NO
France,Female,NO,YES,48673.18,NO
Spain,Male,YES,YES,70668.77,NO
Spain,Female,NO,YES,199505.53,NO
France,Female,YES,YES,169583.18,YES
Germany,Male,YES,NO,49063.42,NO
Germany,Male,YES,NO,63337.19,NO
Germany,Female,YES,NO,60083.11,YES
France,Male,YES,NO,48606.71,NO
France,Male,YES,NO,165580.93,YES
Spain,Male,YES,YES,194010.12,NO
France,Female,NO,YES,69263.1,NO
France,Male,YES,YES,88698.83,NO
France,Female,YES,NO,63030.97,NO
France,Female,YES,NO,59668.81,NO
France,Male,NO,NO,184230.23,NO
Germany,Male,NO,YES,64050.19,NO
Spain,Male,YES,YES,81853.98,NO
Spain,Male,YES,YES,154642.91,NO
France,Male,NO,NO,145679.6,NO
France,Female,NO,NO,30781.77,NO
Spain,Male,NO,YES,81622.52,NO
France,Male,NO,YES,196474.35,NO
France,Male,NO,YES,176276.1,NO
Spain,Male,YES,NO,35113.08,NO
France,Male,YES,NO,64299.82,NO
France,Female,YES,YES,180969.55,NO
France,Male,YES,YES,138176.78,NO
France,Female,YES,YES,86733.61,NO
Spain,Male,YES,YES,7418.92,NO
France,Male,YES,NO,166376.54,NO
Spain,Female,YES,NO,140881.2,YES
France,Male,YES,NO,4460.2,NO
France,Female,YES,YES,110472.12,NO
Spain,Male,YES,NO,86460.28,NO
Spain,Female,YES,NO,16500.66,YES
France,Female,YES,NO,114020.06,YES
Germany,Male,YES,NO,131660.31,NO
Germany,Male,YES,NO,52449.62,YES
France,Male,NO,YES,161465.31,NO
Spain,Female,YES,YES,20018.79,NO
Germany,Male,YES,NO,176318.27,NO
Spain,Female,YES,YES,50488.91,NO
Spain,Female,YES,NO,30379.6,NO
Spain,Female,YES,YES,161326.73,NO
Spain,Male,YES,NO,45348.08,NO
France,Female,NO,NO,180251.68,YES
Germany,Male,NO,NO,34925.56,NO
France,Male,NO,NO,126555.74,NO
Spain,Female,YES,NO,187921.3,NO
Spain,Female,YES,YES,136390.88,NO
Germany,Male,YES,NO,78566.64,YES
France,Male,YES,YES,166038.27,NO
France,Female,YES,YES,140385.33,NO
France,Male,NO,NO,38629.3,YES
France,Female,YES,YES,24998.75,YES
Germany,Male,YES,NO,128815.33,NO
France,Male,YES,NO,19376.56,YES
France,Male,YES,NO,31904.31,YES
Germany,Female,YES,NO,173179.79,YES
Germany,Male,YES,YES,22485.64,NO
Spain,Female,NO,YES,196668.51,NO
Spain,Male,NO,NO,136506.86,NO
France,Female,YES,YES,36278.89,NO
Germany,Female,YES,YES,163254.39,NO
Spain,Male,YES,NO,99654.13,NO
France,Male,YES,NO,20207.02,NO
Germany,Female,YES,YES,4195.84,NO
France,Male,YES,YES,112340.2,NO
Germany,Female,NO,YES,2035.94,NO
Spain,Female,YES,NO,132295.95,NO
Spain,Male,YES,NO,177383.68,YES
France,Female,YES,NO,90284.47,NO
France,Male,YES,NO,61349.37,NO
France,Male,YES,NO,196466.83,YES
France,Male,NO,NO,70758.37,YES
France,Female,YES,NO,13892.57,NO
Spain,Male,YES,YES,9684.52,NO
France,Female,YES,YES,40546.15,NO
Germany,Female,YES,YES,136603.42,NO
France,Male,YES,YES,133172.48,NO
France,Male,NO,YES,152821.12,YES
France,Male,YES,YES,147715.83,NO
France,Male,YES,NO,43169.15,NO
France,Male,YES,NO,76755.99,YES
Germany,Female,YES,YES,73406.04,YES
France,Male,YES,NO,176728.28,NO
France,Female,NO,NO,98309.27,NO
Spain,Male,YES,YES,6203.66,NO
France,Female,YES,YES,176791.27,NO
Spain,Male,YES,NO,50679.48,NO
Spain,Male,YES,NO,150580.88,NO
Germany,Female,YES,NO,80120.19,NO
France,Male,YES,NO,151645.96,NO
France,Female,YES,NO,55072.32,NO
France,Female,NO,NO,115068.99,NO
Germany,Female,NO,NO,149471.13,YES
Germany,Male,YES,NO,46522.68,NO
France,Male,YES,NO,189995.86,NO
France,Female,YES,YES,46369.57,YES
Germany,Male,YES,YES,30722.52,YES
France,Female,NO,NO,70810.6,NO
Germany,Female,YES,NO,106663.46,YES
France,Female,NO,NO,175836.03,YES
Spain,Male,NO,YES,85646.41,NO
France,Male,YES,YES,101485.72,NO
France,Female,NO,NO,191734.67,YES
Spain,Male,YES,YES,101839.77,NO
Spain,Male,YES,NO,4888.91,NO
Germany,Male,YES,NO,193132.98,NO
France,Female,YES,NO,193518.76,NO
Germany,Male,NO,NO,93982.02,YES
Germany,Male,YES,YES,197000.92,YES
Spain,Male,YES,NO,106837.06,YES
Germany,Female,YES,YES,115161.28,NO
Spain,Female,YES,NO,196260.3,NO
Germany,Female,YES,YES,96404.38,NO
France,Female,YES,NO,97658.66,NO
France,Female,YES,YES,49108.23,YES
Germany,Female,NO,YES,195651.66,NO
Spain,Male,YES,NO,111698.0,NO
France,Male,YES,YES,171707.93,NO
France,Male,YES,YES,66721.98,NO
France,Female,YES,YES,57876.05,NO
Germany,Male,NO,NO,177994.81,NO
France,Male,NO,YES,105125.65,NO
France,Female,YES,NO,17439.66,NO
Germany,Male,YES,NO,172668.39,NO
Spain,Female,NO,YES,753.37,NO
France,Female,YES,NO,98686.4,YES
France,Male,YES,YES,107047.92,NO
Spain,Male,YES,NO,152153.74,NO
France,Male,YES,YES,34338.04,NO
Germany,Male,NO,YES,173878.87,YES
France,Male,YES,NO,159254.29,NO
Germany,Female,YES,NO,54776.64,NO
Germany,Female,YES,NO,134594.99,NO
Spain,Male,YES,YES,41724.72,NO
France,Male,NO,NO,110527.71,NO
France,Female,NO,NO,8996.79,NO
Spain,Female,NO,YES,190200.53,NO
Germany,Male,NO,YES,115333.43,NO
Germany,Female,NO,NO,143619.52,YES
Spain,Male,YES,YES,58467.08,NO
France,Male,YES,NO,12128.69,NO
France,Male,YES,YES,49872.33,NO
Spain,Male,NO,YES,139735.54,NO
Germany,Female,YES,NO,60891.8,YES
Spain,Male,YES,NO,100862.54,NO
France,Male,YES,NO,76640.29,YES
France,Male,YES,NO,126013.58,YES
France,Female,YES,NO,87347.82,NO
Germany,Female,NO,YES,77370.37,NO
France,Female,YES,YES,62722.44,NO
Germany,Female,NO,NO,196257.68,NO
Germany,Female,YES,NO,81723.8,NO
France,Female,YES,YES,31299.71,NO
France,Female,YES,NO,63495.86,NO
France,Female,YES,YES,166520.96,NO
Spain,Male,NO,NO,150242.44,NO
Germany,Male,NO,NO,27345.18,YES
Germany,Female,YES,YES,87000.39,NO
Spain,Female,YES,NO,44912.7,NO
Spain,Female,YES,NO,179978.68,YES
Spain,Male,YES,NO,145759.7,NO
France,Male,NO,NO,14121.61,NO
France,Male,YES,NO,66232.23,NO
France,Male,YES,YES,190296.76,YES
Germany,Female,NO,NO,172782.69,NO
France,Male,YES,YES,99128.13,NO
Germany,Female,YES,YES,178341.33,NO
France,Female,YES,YES,146992.24,YES
France,Male,YES,YES,151314.98,NO
Germany,Male,YES,NO,92915.84,NO
France,Male,YES,YES,58974.0,NO
France,Female,YES,YES,174627.06,NO
France,Female,YES,YES,79579.94,YES
France,Male,YES,NO,50771.16,NO
France,Male,YES,YES,153537.55,YES
France,Female,YES,YES,132975.39,NO
Germany,Male,NO,YES,85208.93,NO
Spain,Female,YES,NO,170214.82,YES
Spain,Female,YES,NO,100615.14,YES
France,Female,YES,NO,186105.99,NO
France,Female,YES,YES,55119.53,NO
Germany,Male,YES,NO,28760.99,NO
Spain,Female,YES,NO,171021.44,NO
France,Male,YES,NO,176678.72,NO
France,Male,NO,YES,28667.56,NO
Germany,Male,NO,NO,197238.03,NO
Germany,Male,YES,NO,139994.68,YES
France,Male,YES,NO,151169.83,NO
France,Male,YES,YES,118113.64,NO
France,Female,YES,YES,34453.17,NO
France,Male,NO,YES,64872.33,NO
Spain,Male,YES,NO,10956.82,NO
Germany,Male,YES,YES,36885.85,NO
France,Female,YES,YES,168053.4,NO
France,Female,NO,NO,155227.0,NO
France,Male,YES,NO,38409.79,YES
France,Female,NO,YES,75279.39,NO
Spain,Male,YES,NO,158302.59,YES
France,Female,YES,YES,11525.72,NO
Spain,Male,YES,NO,94993.04,YES
Spain,Female,YES,NO,173912.29,YES
France,Male,NO,YES,41139.05,NO
Germany,Male,YES,YES,58019.95,NO
France,Female,NO,NO,164128.41,YES
Germany,Male,YES,YES,46998.13,YES
Germany,Female,YES,YES,177279.41,NO
France,Male,YES,NO,75832.53,NO
France,Male,YES,NO,61094.53,NO
Spain,Male,NO,YES,30117.44,NO
Spain,Female,YES,NO,179227.12,NO
Spain,Female,YES,YES,52110.45,NO
Germany,Female,YES,NO,75248.75,NO
France,Female,YES,NO,184317.74,NO
France,Female,YES,NO,158553.1,NO
Spain,Female,YES,YES,95686.42,NO
Germany,Male,NO,YES,71682.54,NO
Spain,Male,YES,NO,1790.48,NO
Germany,Male,YES,NO,139431.0,YES
Germany,Female,YES,NO,118358.54,NO
France,Female,YES,YES,130827.88,NO
Germany,Male,YES,YES,119404.63,NO
Germany,Male,YES,YES,162703.0,NO
France,Male,YES,NO,172665.21,NO
France,Male,NO,YES,170142.09,NO
France,Male,YES,NO,73977.23,NO
France,Male,YES,YES,60906.12,NO
France,Female,YES,YES,194867.27,NO
Germany,Male,YES,YES,193716.56,NO
Germany,Male,NO,YES,14633.35,NO
Germany,Female,NO,NO,31730.32,NO
France,Female,YES,NO,20063.63,YES
France,Female,YES,YES,99792.82,NO
France,Male,YES,NO,37654.31,NO
Spain,Female,YES,YES,192449.02,NO
France,Female,YES,YES,181208.47,NO
Germany,Male,YES,YES,155165.61,NO
Germany,Female,YES,NO,121504.18,YES
France,Male,YES,YES,61569.07,NO
Germany,Female,YES,NO,123269.71,NO
France,Female,YES,NO,31272.14,YES
Spain,Male,YES,YES,62825.03,NO
France,Male,YES,NO,184056.45,NO
France,Female,YES,YES,48924.73,NO
France,Female,YES,NO,191111.02,NO
Germany,Female,NO,YES,54184.06,NO
Germany,Male,YES,NO,64381.33,YES
Germany,Male,YES,NO,78770.86,NO
Spain,Female,NO,YES,116766.79,NO
France,Female,NO,NO,32916.29,NO
Spain,Male,NO,YES,50972.6,NO
France,Female,YES,NO,122066.5,YES
France,Female,YES,NO,65996.9,NO
Germany,Male,YES,YES,79577.38,NO
France,Female,YES,NO,130529.13,NO
France,Female,YES,YES,172629.67,NO
Germany,Male,YES,NO,15216.53,NO
France,Male,YES,YES,17512.53,NO
Germany,Female,NO,NO,131852.01,NO
France,Male,YES,NO,181945.52,YES
Spain,Male,YES,NO,91482.5,NO
France,Male,YES,YES,77119.45,NO
Germany,Male,YES,NO,95611.74,YES
France,Male,YES,YES,80428.42,NO
Spain,Male,NO,YES,163714.92,NO
France,Female,NO,YES,27375.15,NO
Spain,Male,YES,YES,73873.65,NO
Spain,Male,NO,NO,139266.48,YES
France,Male,YES,YES,131772.51,NO
France,Male,NO,YES,173454.07,NO
France,Male,NO,YES,67552.71,NO
Spain,Female,YES,YES,34765.33,NO
Spain,Male,NO,NO,120219.14,NO
Spain,Female,NO,NO,90212.38,NO
Spain,Male,YES,NO,164975.82,NO
Germany,Male,YES,NO,1285.81,YES
Germany,Male,YES,NO,83679.46,NO
Spain,Female,NO,NO,34548.74,NO
France,Female,YES,YES,74275.08,NO
France,Male,NO,YES,7278.57,NO
France,Male,YES,YES,162053.92,NO
Spain,Female,NO,NO,199336.63,NO
Spain,Male,NO,YES,62347.71,NO
France,Male,YES,YES,91711.66,NO
France,Male,NO,NO,79240.9,NO
Germany,Male,YES,YES,76679.6,NO
France,Male,YES,NO,162511.55,NO
Spain,Male,YES,YES,21360.88,NO
France,Female,YES,NO,54487.43,NO
Germany,Female,YES,NO,53931.05,YES
France,Female,YES,NO,103165.15,NO
Germany,Male,NO,NO,146359.81,YES
Spain,Female,YES,YES,28370.95,YES
Spain,Male,NO,NO,10023.15,NO
France,Male,YES,YES,192928.82,NO
Spain,Male,NO,NO,50485.7,NO
Germany,Female,YES,YES,131662.47,NO
France,Female,YES,YES,152235.3,NO
France,Male,YES,YES,68093.23,YES
France,Male,YES,YES,80061.31,NO
France,Male,YES,NO,149583.67,YES
Spain,Female,NO,NO,7631.27,NO
France,Female,YES,YES,33082.81,NO
France,Male,YES,NO,121883.87,YES
France,Female,YES,YES,100722.72,YES
Germany,Male,NO,YES,47093.11,NO
France,Female,YES,YES,177624.01,NO
France,Male,NO,NO,106149.48,NO
France,Female,YES,NO,16874.92,NO
Spain,Male,NO,NO,54560.79,YES
Germany,Male,YES,YES,153605.75,NO
France,Female,NO,YES,44390.38,NO
France,Female,YES,NO,63218.85,NO
Spain,Male,YES,YES,41626.78,NO
Germany,Female,NO,YES,24765.53,YES
France,Female,YES,NO,28280.8,YES
Spain,Female,YES,NO,89043.19,NO
Germany,Male,YES,YES,17294.12,NO
France,Male,YES,YES,126702.41,NO
Germany,Female,YES,NO,13123.41,NO
Germany,Male,YES,YES,167973.63,NO
Spain,Female,YES,NO,125870.79,YES
Spain,Male,YES,NO,91972.49,NO
Germany,Female,YES,NO,155593.74,NO
France,Male,YES,YES,67788.49,NO
Spain,Male,YES,YES,62615.35,NO
Spain,Male,YES,YES,107415.02,YES
France,Female,YES,NO,166526.26,YES
Spain,Male,YES,YES,120107.1,NO
Spain,Male,YES,NO,188227.8,NO
Germany,Female,YES,NO,91560.63,YES
Spain,Female,NO,NO,166495.2,NO
France,Male,YES,YES,165614.4,NO
France,Male,YES,YES,86372.24,NO
France,Male,YES,YES,2755.53,NO
Spain,Male,YES,NO,83594.51,NO
France,Female,YES,YES,103706.41,NO
France,Female,NO,NO,5924.38,YES
Germany,Male,YES,YES,58203.67,YES
Spain,Male,YES,NO,49361.84,NO
Spain,Male,NO,YES,73585.18,YES
Spain,Male,YES,YES,95135.27,NO
France,Male,YES,YES,38794.57,NO
France,Male,NO,YES,198926.36,NO
France,Male,YES,YES,56099.86,NO
France,Male,YES,YES,117023.08,NO
Germany,Female,NO,YES,62083.0,NO
France,Male,YES,YES,141822.8,NO
Germany,Male,YES,YES,185387.14,NO
Spain,Male,NO,YES,57461.13,NO
Germany,Male,YES,YES,120380.12,NO
France,Male,YES,NO,133020.9,YES
Spain,Female,YES,NO,13589.93,NO
Germany,Male,YES,YES,77830.36,YES
Spain,Female,YES,YES,136610.02,NO
Germany,Male,YES,YES,17160.94,YES
France,Female,YES,NO,176843.53,NO
France,Female,YES,NO,114996.33,NO
France,Male,NO,YES,196990.79,NO
Germany,Female,YES,NO,133146.03,YES
France,Male,YES,NO,185667.72,NO
France,Female,YES,YES,24020.49,NO
