Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,56,131317.48,YES,YES,119175.45,NO
Spain,Male,37,93722.73,YES,YES,139093.73,NO
Germany,Male,32,101160.99,YES,YES,115916.55,NO
France,Male,48,120320.54,NO,NO,96463.25,NO
France,Female,31,0.0,YES,YES,112349.51,NO
France,Male,43,0.0,YES,YES,165303.79,NO
France,Male,26,0.0,YES,NO,166031.08,NO
Germany,Female,48,152827.99,YES,NO,38411.79,YES
France,Male,30,64097.75,YES,YES,77783.35,NO
Spain,Female,57,119035.35,YES,YES,29871.79,NO
Spain,Female,26,135219.57,NO,YES,59747.63,NO
France,Male,32,93694.42,YES,YES,79919.13,NO
Spain,Male,35,59408.63,YES,NO,76773.53,NO
France,Female,40,114354.95,YES,NO,54018.93,NO
France,Male,59,0.0,YES,NO,70649.64,YES
Germany,Male,35,128173.9,YES,NO,59093.39,NO
Spain,Male,34,0.0,YES,NO,127569.8,NO
Germany,Female,62,114931.35,NO,YES,18260.98,YES
Germany,Female,28,111071.36,YES,NO,73275.96,YES
France,Male,37,151226.18,YES,YES,136129.49,NO
France,Male,26,0.0,YES,YES,153237.59,NO
France,Female,42,64740.12,YES,YES,106841.12,NO
Spain,Male,51,169312.13,YES,NO,109078.35,YES
France,Female,49,0.0,NO,YES,87822.14,YES
Spain,Female,44,112652.08,YES,NO,126644.98,NO
France,Male,38,0.0,YES,NO,47414.15,NO
Germany,Female,30,143964.36,YES,NO,41879.99,NO
France,Male,49,122451.46,YES,YES,75808.1,NO
France,Male,24,0.0,YES,YES,47911.03,NO
Germany,Female,36,65253.07,YES,NO,28737.78,NO
Germany,Male,47,106901.94,YES,YES,2079.2,YES
Spain,Female,25,128509.63,YES,NO,121562.33,NO
France,Male,34,0.0,YES,NO,55003.79,NO
Germany,Male,33,129834.67,YES,NO,193131.42,NO
Spain,Female,51,154962.99,NO,YES,191932.27,YES
Germany,Male,40,138241.9,YES,NO,159418.1,NO
Germany,Male,41,91536.93,YES,NO,191468.78,YES
Spain,Male,53,0.0,YES,YES,38913.68,NO
Spain,Female,70,0.0,YES,YES,705.18,NO
Germany,Female,29,105204.01,NO,YES,138490.03,NO
Spain,Male,61,152968.73,NO,YES,82970.69,NO
Spain,Male,36,158261.68,YES,YES,76744.72,NO
France,Female,46,0.0,YES,NO,71244.59,YES
Spain,Female,38,121021.05,YES,YES,12182.15,NO
France,Male,36,0.0,YES,YES,141210.5,NO
Spain,Female,54,0.0,NO,NO,191763.07,YES
Spain,Female,63,137715.66,YES,YES,37938.74,NO
Germany,Male,31,121192.22,YES,YES,74890.58,NO
France,Male,31,0.0,YES,YES,166698.18,NO
France,Male,44,100486.18,YES,YES,62678.53,NO
France,Male,45,0.0,YES,NO,67740.08,YES
France,Male,35,92566.53,YES,NO,161519.77,NO
Spain,Female,49,0.0,YES,YES,159835.78,YES
Spain,Male,40,110929.96,YES,YES,30876.84,NO
France,Female,27,0.0,YES,YES,14858.1,NO
Spain,Female,32,138901.61,YES,NO,75685.97,NO
France,Male,30,123217.66,NO,YES,144183.1,NO
France,Female,41,0.0,YES,NO,65170.66,NO
France,Male,39,0.0,YES,YES,82526.92,NO
Spain,Male,36,0.0,YES,NO,169161.46,NO
Spain,Female,33,108431.87,NO,YES,109291.39,YES
Spain,Female,57,0.0,NO,YES,6057.81,NO
Germany,Female,30,72392.41,YES,NO,77077.14,NO
Germany,Female,51,119741.77,NO,NO,54954.51,YES
France,Female,51,100946.71,NO,NO,179614.8,YES
Spain,Male,53,170491.84,YES,NO,35588.07,YES
France,Male,44,0.0,YES,YES,117356.14,NO
France,Male,36,0.0,YES,NO,160696.72,NO
Spain,Female,47,157296.02,NO,NO,147278.43,YES
Germany,Female,38,144606.22,YES,YES,56594.36,YES
France,Male,38,134811.3,YES,NO,1299.75,NO
France,Female,34,115897.12,YES,YES,25095.03,NO
Spain,Male,32,82034.0,NO,NO,146326.45,NO
Spain,Female,26,174318.13,NO,YES,38296.21,NO
Germany,Female,41,114206.84,YES,NO,164061.6,NO
Spain,Male,43,0.0,YES,NO,107811.28,NO
Germany,Male,39,111574.41,YES,YES,30838.51,NO
Germany,Female,57,162448.69,NO,NO,9221.78,YES
Germany,Female,34,148249.54,NO,YES,33738.27,NO
France,Female,43,0.0,NO,YES,110916.15,YES
Spain,Female,26,123709.46,YES,YES,169654.57,NO
France,Female,72,0.0,NO,YES,69829.4,NO
France,Male,30,0.0,YES,NO,54926.51,YES
France,Male,37,150525.8,YES,YES,94728.49,NO
France,Male,29,0.0,YES,YES,80393.27,NO
France,Male,53,0.0,NO,YES,111307.98,NO
France,Male,28,0.0,YES,NO,19834.32,NO
France,Male,35,0.0,YES,YES,78397.24,NO
Germany,Female,51,111018.98,YES,NO,86410.28,NO
France,Male,30,129755.99,NO,NO,172749.65,NO
France,Female,27,0.0,YES,NO,1002.39,NO
France,Female,64,129555.7,YES,YES,13601.79,NO
Spain,Male,38,87202.38,YES,YES,77866.91,NO
Germany,Male,26,146133.39,YES,YES,175296.76,NO
Spain,Female,31,0.0,YES,NO,121751.04,YES
Spain,Male,39,170184.99,YES,NO,89593.26,NO
Germany,Female,62,140745.33,YES,NO,193437.89,YES
Spain,Male,42,139070.51,YES,YES,86945.0,NO
Spain,Female,37,0.0,YES,YES,183318.79,NO
France,Male,35,114193.24,YES,NO,71154.1,NO
Spain,Female,40,167878.5,NO,YES,151887.16,NO
Germany,Female,53,141616.55,YES,YES,75888.65,NO
Germany,Male,36,145747.67,NO,YES,89566.74,NO
Spain,Female,48,129120.64,NO,YES,26475.79,NO
Spain,Male,35,110349.82,NO,NO,126355.8,NO
France,Male,29,141325.56,YES,YES,93839.3,NO
France,Male,49,78653.84,YES,NO,7698.6,NO
France,Male,47,0.0,YES,YES,145593.85,NO
Spain,Female,28,142253.65,YES,NO,45042.56,NO
France,Female,61,0.0,YES,NO,61108.56,YES
Germany,Female,54,115988.86,YES,NO,57553.98,YES
Spain,Female,33,75592.43,YES,NO,62674.42,NO
Germany,Male,44,164113.04,YES,YES,12120.79,NO
France,Male,31,67996.23,NO,NO,50129.87,YES
Spain,Female,51,0.0,YES,NO,55022.43,NO
Spain,Female,33,0.0,NO,NO,117834.91,NO
France,Male,48,138778.15,NO,YES,168840.23,NO
France,Female,43,147832.15,NO,YES,24234.11,NO
France,Female,36,135438.4,NO,NO,190627.01,NO
Spain,Male,48,116060.08,YES,NO,156618.38,YES
France,Female,29,112564.62,YES,NO,42334.38,NO
France,Female,27,125406.58,YES,YES,110784.42,NO
Germany,Female,39,135134.99,YES,NO,173683.0,YES
France,Female,39,133102.92,YES,NO,27046.46,YES
France,Female,34,42157.08,YES,NO,20598.59,YES
France,Female,30,0.0,YES,YES,104991.28,NO
France,Male,38,82259.29,YES,NO,8996.97,NO
France,Female,36,0.0,YES,NO,64420.5,NO
France,Male,38,0.0,YES,YES,145700.22,NO
France,Female,49,0.0,YES,YES,196335.48,NO
France,Male,52,0.0,YES,YES,14781.12,NO
France,Male,42,150461.07,YES,NO,108139.23,NO
Germany,Male,48,133994.52,YES,YES,19287.06,YES
Spain,Male,31,164870.81,YES,YES,9567.39,NO
Germany,Male,25,121702.73,YES,YES,132210.49,NO
Spain,Male,25,193858.2,NO,YES,21600.11,NO
Germany,Female,54,131039.97,YES,YES,199661.5,NO
France,Male,64,113829.45,YES,YES,124341.49,NO
France,Female,30,0.0,YES,NO,15766.1,NO
Germany,Female,41,81877.38,YES,YES,33642.21,NO
Spain,Male,57,116326.07,YES,YES,117704.65,NO
France,Male,31,0.0,YES,YES,58803.28,NO
France,Male,46,0.0,YES,YES,137537.22,NO
France,Female,41,0.0,NO,YES,131300.68,NO
France,Male,33,0.0,YES,YES,84174.81,NO
France,Female,31,127070.73,NO,YES,160941.78,NO
France,Male,29,0.0,YES,YES,143954.99,NO
Spain,Male,46,122549.64,YES,YES,56297.85,NO
France,Female,42,176099.13,YES,YES,8404.73,NO
Germany,Female,48,122388.38,NO,NO,30020.09,NO
France,Male,42,0.0,NO,YES,58137.42,NO
France,Male,26,0.0,NO,NO,47472.68,NO
Spain,Female,32,118879.35,YES,YES,19131.71,NO
Spain,Male,35,0.0,YES,YES,187288.5,NO
France,Female,39,0.0,YES,YES,17603.81,NO
Spain,Female,38,88736.44,YES,NO,67020.03,NO
Germany,Male,45,102703.62,NO,YES,147802.94,YES
Spain,Female,70,0.0,YES,YES,41610.62,NO
Spain,Female,38,0.0,YES,NO,44255.65,NO
France,Male,55,97318.25,NO,YES,78416.14,NO
Spain,Male,58,128468.69,NO,YES,137254.55,NO
Germany,Female,41,133432.59,NO,YES,151303.48,NO
Germany,Female,40,141782.57,NO,NO,86333.63,NO
France,Male,24,135125.28,NO,NO,89801.9,NO
Spain,Male,42,178820.91,NO,NO,29358.57,YES
France,Female,31,112212.14,YES,YES,181600.72,NO
Germany,Female,45,126674.81,YES,NO,124118.71,YES
France,Female,51,136294.97,YES,NO,38867.46,YES
France,Female,36,66392.64,YES,NO,31106.67,NO
Germany,Male,27,122552.34,YES,NO,67611.36,NO
France,Male,43,76408.85,YES,NO,77837.63,NO
Germany,Male,36,145071.24,NO,NO,6078.46,NO
France,Male,34,0.0,YES,YES,177896.92,NO
France,Female,45,109730.22,YES,YES,123882.73,NO
France,Male,57,0.0,YES,YES,15304.08,NO
Spain,Male,62,64119.38,YES,YES,76569.64,YES
Germany,Female,57,106138.33,YES,YES,120657.32,YES
Spain,Male,36,0.0,YES,YES,16436.56,NO
Germany,Male,33,181656.51,YES,YES,107667.91,NO
France,Female,32,0.0,YES,NO,95611.47,NO
France,Male,30,95128.86,NO,NO,19799.26,NO
Spain,Female,49,126615.94,NO,YES,123214.74,NO
Spain,Male,36,0.0,NO,YES,71709.12,NO
Germany,Male,36,76190.48,YES,YES,149066.14,NO
Germany,Male,40,168286.81,YES,NO,20451.99,YES
Germany,Male,35,88109.81,YES,YES,32825.5,NO
France,Male,42,0.0,YES,NO,6232.31,NO
France,Female,35,0.0,NO,YES,10357.03,NO
France,Female,34,123971.51,YES,NO,147794.63,NO
France,Male,48,148116.48,NO,NO,116973.48,NO
Germany,Male,35,116269.01,YES,NO,129964.94,NO
Spain,Male,38,120599.21,YES,NO,92816.86,NO
France,Female,41,144260.5,YES,NO,172114.67,NO
Spain,Female,25,86605.5,YES,NO,16649.31,YES
France,Male,34,0.0,YES,NO,144517.19,NO
Germany,Female,37,58629.97,NO,NO,182038.6,NO
Spain,Female,42,0.0,NO,NO,24210.56,NO
France,Male,45,0.0,NO,NO,172175.9,NO
France,Female,43,0.0,YES,YES,47578.45,NO
Spain,Female,56,209767.31,YES,YES,150694.42,YES
Spain,Female,42,129634.25,YES,YES,177683.02,YES
France,Male,23,0.0,NO,NO,66088.83,NO
France,Female,38,169824.46,YES,NO,169291.7,NO
France,Male,36,97530.25,YES,YES,117140.41,NO
France,Female,42,145988.65,YES,YES,79510.37,NO
France,Male,37,0.0,NO,YES,77108.66,NO
France,Female,25,0.0,YES,YES,9679.28,NO
France,Female,40,137494.28,YES,NO,81753.92,NO
France,Female,57,0.0,NO,NO,131372.38,YES
France,Male,24,147360.0,YES,YES,25310.82,NO
France,Female,25,0.0,NO,NO,187925.75,NO
Spain,Male,31,125167.02,NO,NO,98820.39,NO
Germany,Male,43,121152.05,YES,NO,64166.7,YES
Germany,Female,60,128981.07,NO,YES,176924.21,YES
France,Male,47,0.0,YES,YES,90055.08,NO
Spain,Male,67,151858.98,YES,YES,72814.31,NO
France,Male,36,114628.4,NO,YES,168290.06,NO
France,Male,46,0.0,YES,NO,161767.38,NO
France,Female,28,95059.02,YES,NO,44420.18,NO
France,Female,24,128736.39,NO,YES,37147.61,NO
France,Male,24,156325.38,YES,YES,125381.02,NO
France,Male,29,105405.97,YES,YES,149853.89,NO
France,Female,49,88915.37,NO,NO,161435.02,YES
France,Male,60,0.0,YES,YES,102925.76,NO
France,Male,40,0.0,YES,YES,70899.27,NO
France,Male,18,160980.03,NO,NO,145936.28,NO
Spain,Female,46,177619.71,YES,NO,54227.06,NO
Spain,Male,38,62276.99,YES,YES,59280.79,NO
Germany,Male,46,127559.97,YES,YES,126952.5,NO
France,Male,41,0.0,NO,YES,130567.02,NO
Germany,Female,47,95523.16,YES,NO,73294.48,NO
France,Female,35,107749.03,YES,YES,3937.37,NO
Germany,Male,37,110777.26,YES,NO,2383.59,NO
Spain,Female,39,166733.92,YES,NO,14279.44,NO
France,Male,31,157120.86,YES,NO,141300.53,NO
Germany,Female,36,127160.78,YES,NO,78140.75,NO
Spain,Female,28,0.0,YES,YES,117431.1,NO
France,Female,37,156091.97,YES,NO,72008.61,NO
France,Male,58,98668.18,YES,YES,60887.58,NO
France,Female,43,134022.06,YES,NO,194764.83,NO
France,Female,35,124151.09,YES,NO,88705.14,YES
Germany,Female,36,77253.5,NO,NO,35817.97,YES
Germany,Female,21,114292.48,YES,NO,31520.4,NO
Germany,Male,43,140080.32,YES,YES,157908.19,YES
Spain,Female,27,135277.96,YES,NO,142200.15,NO
France,Female,82,0.0,NO,YES,182055.36,NO
Germany,Male,60,115920.62,NO,NO,157552.08,YES
Spain,Male,41,119782.72,NO,NO,120284.67,NO
France,Female,63,114715.71,NO,YES,24506.95,YES
Germany,Female,36,129748.54,NO,NO,47271.61,YES
France,Male,31,129722.57,NO,NO,41176.6,NO
France,Male,32,0.0,NO,YES,9468.64,NO
France,Male,36,139180.2,NO,NO,123880.19,NO
Germany,Male,49,113599.74,YES,NO,158887.09,YES
France,Male,33,134944.0,YES,YES,117036.38,NO
Germany,Female,58,116922.25,YES,NO,120415.61,YES
Spain,Male,28,118945.09,NO,NO,16064.25,YES
France,Male,28,0.0,YES,YES,52615.62,NO
Spain,Female,35,119182.73,NO,NO,121210.09,NO
France,Male,27,0.0,YES,NO,192247.35,NO
France,Female,28,71264.02,NO,YES,68759.57,NO
France,Male,41,0.0,NO,YES,75937.47,NO
France,Female,35,0.0,NO,NO,84569.13,NO
Germany,Male,58,116313.57,YES,YES,190696.35,YES
Spain,Male,36,92140.15,NO,YES,67468.67,NO
France,Male,26,0.0,YES,YES,104435.94,NO
Germany,Male,42,177640.09,NO,YES,47166.55,NO
Spain,Female,35,0.0,YES,NO,119899.52,NO
Spain,Male,48,167997.6,YES,YES,173498.45,NO
France,Male,36,82275.35,YES,YES,93249.26,NO
France,Male,49,0.0,YES,YES,142917.54,NO
Germany,Female,48,111962.99,YES,NO,111755.8,NO
Germany,Female,34,131736.88,YES,YES,108543.21,NO
France,Male,29,0.0,YES,NO,180345.44,NO
Germany,Male,36,108239.11,NO,NO,99444.02,NO
France,Female,46,98444.19,NO,YES,109563.28,NO
Germany,Male,32,114540.38,YES,NO,92568.07,NO
France,Female,35,187530.66,YES,YES,37976.36,NO
Germany,Female,42,133636.16,NO,YES,103315.74,NO
France,Male,52,0.0,YES,YES,173952.5,NO
Germany,Female,44,84745.03,NO,YES,34673.98,NO
Germany,Female,31,120599.38,YES,YES,46163.44,NO
Spain,Female,29,0.0,NO,YES,140676.98,NO
France,Male,39,127771.35,NO,YES,151738.54,NO
Spain,Female,46,0.0,NO,NO,14679.81,YES
France,Female,33,0.0,NO,NO,175544.02,NO
France,Male,69,0.0,YES,YES,181964.6,NO
Germany,Male,53,167772.96,YES,YES,136886.86,NO
France,Female,37,95845.6,YES,NO,122218.23,NO
France,Female,35,0.0,YES,NO,180439.75,NO
Spain,Male,65,134714.7,NO,YES,190419.81,NO
Spain,Female,33,0.0,YES,YES,58685.59,NO
Germany,Male,28,122384.22,YES,YES,89017.38,YES
France,Female,26,0.0,NO,NO,50051.42,NO
France,Male,25,157993.15,YES,NO,146041.45,NO
France,Male,29,0.0,YES,NO,191166.09,NO
Germany,Female,42,123331.36,NO,NO,103516.08,YES
Spain,Male,27,75263.16,YES,YES,164825.04,NO
France,Female,43,137824.03,YES,NO,172557.77,NO
Germany,Male,36,132578.92,YES,NO,84320.94,NO
France,Female,36,156021.31,NO,NO,122662.98,NO
Spain,Male,34,0.0,YES,NO,72085.1,NO
Spain,Female,69,137453.43,NO,YES,110932.24,YES
Spain,Male,36,0.0,YES,NO,143635.36,NO
Germany,Male,33,164284.72,YES,YES,3710.34,NO
France,Female,47,0.0,YES,YES,179843.33,NO
Spain,Male,56,0.0,YES,YES,10643.38,NO
Germany,Female,31,112373.49,YES,YES,131167.98,NO
France,Female,39,0.0,YES,NO,10553.31,NO
France,Female,34,0.0,YES,YES,130928.22,NO
Spain,Female,41,0.0,NO,YES,157003.99,NO
Germany,Female,29,154333.82,YES,YES,138527.56,NO
Germany,Male,37,111432.77,YES,YES,167032.49,NO
France,Female,30,0.0,NO,NO,41642.29,NO
France,Male,34,137390.11,YES,NO,9677.0,NO
Spain,Female,37,0.0,YES,YES,147012.22,NO
Germany,Female,56,111642.08,YES,YES,80553.87,NO
Spain,Female,48,0.0,NO,YES,30730.95,YES
France,Male,36,83543.37,NO,NO,140134.43,NO
Germany,Male,50,145338.76,NO,NO,91936.1,YES
France,Female,31,186796.37,NO,NO,178252.63,NO
Germany,Male,35,58641.43,NO,YES,198674.08,NO
Spain,Female,41,0.0,YES,NO,28266.9,YES
France,Male,44,137148.68,YES,NO,92381.01,NO
France,Male,49,80001.23,NO,NO,135180.11,NO
Germany,Male,21,86402.52,NO,NO,27330.59,NO
France,Female,42,0.0,YES,NO,125305.34,NO
Spain,Male,51,122874.74,YES,YES,149648.45,NO
France,Male,25,97544.29,NO,YES,59887.15,NO
Germany,Male,46,170826.55,YES,NO,45041.32,NO
Germany,Female,48,97133.92,NO,NO,113316.77,YES
Germany,Female,41,153895.65,YES,YES,39087.42,NO
France,Female,43,0.0,YES,YES,7330.59,NO
France,Female,57,0.0,NO,YES,95463.29,NO
Spain,Male,32,0.0,YES,NO,167848.02,NO
Germany,Female,49,134956.02,YES,NO,93953.84,YES
Spain,Male,39,143637.58,NO,YES,174227.66,NO
Spain,Male,32,147506.25,YES,YES,135399.21,NO
France,Male,64,0.0,YES,NO,195635.3,YES
France,Male,43,190227.46,YES,NO,97508.04,YES
France,Female,32,172448.77,YES,NO,188083.77,YES
France,Male,41,113980.21,YES,YES,116704.25,NO
France,Male,53,0.0,NO,YES,97614.87,NO
France,Male,38,0.0,NO,NO,186884.04,NO
Germany,Female,25,76968.12,NO,YES,131501.72,NO
France,Male,38,88293.13,YES,YES,24302.95,NO
France,Female,48,170833.46,YES,NO,110510.28,YES
Germany,Male,44,108122.39,YES,NO,108488.33,YES
France,Male,36,0.0,YES,YES,197015.2,NO
France,Female,40,0.0,YES,YES,27689.77,NO
Germany,Female,45,129818.39,YES,NO,9217.55,YES
France,Female,35,163943.89,YES,YES,15068.18,NO
France,Male,28,0.0,YES,NO,7797.01,NO
France,Female,38,101430.3,NO,YES,4400.32,NO
France,Female,39,117301.66,NO,NO,182025.95,NO
Germany,Female,32,173340.83,NO,YES,122763.95,NO
Spain,Female,42,0.0,YES,YES,38152.01,NO
France,Female,33,134348.57,YES,NO,63163.99,NO
France,Female,45,105525.65,YES,YES,73418.29,NO
France,Female,60,0.0,YES,NO,17978.68,YES
France,Female,43,0.0,YES,NO,115136.51,YES
France,Male,36,106192.1,YES,NO,149575.59,NO
France,Female,45,45144.43,YES,NO,60917.24,YES
France,Male,65,92113.61,YES,YES,142548.33,NO
France,Male,25,0.0,YES,YES,157878.67,NO
Spain,Male,38,128366.44,YES,NO,12796.43,NO
France,Male,42,0.0,YES,YES,18657.77,NO
Germany,Male,74,106545.53,YES,YES,134589.58,NO
France,Female,43,145618.37,NO,YES,10350.74,NO
Spain,Male,37,141541.25,NO,NO,66013.27,NO
Germany,Male,32,57017.06,YES,YES,5907.11,NO
France,Male,42,0.0,YES,NO,74077.91,NO
France,Female,51,0.0,YES,YES,77294.56,YES
Germany,Female,35,125884.95,YES,NO,54359.02,YES
Germany,Male,32,61825.5,YES,YES,156124.93,NO
France,Male,35,0.0,YES,NO,94820.85,NO
France,Female,40,0.0,YES,NO,155155.25,NO
France,Female,40,102967.41,YES,NO,128702.1,YES
Germany,Male,25,171770.55,YES,NO,22745.5,NO
Germany,Male,40,93051.64,YES,NO,71865.31,YES
France,Male,36,161064.64,NO,YES,84294.82,NO
France,Female,48,90612.34,YES,YES,149139.13,NO
France,Male,28,145105.64,YES,NO,185489.11,NO
France,Male,58,0.0,NO,NO,176407.15,YES
France,Female,45,0.0,YES,YES,92027.69,YES
France,Male,33,174912.72,YES,YES,43932.54,NO
France,Female,46,104947.72,YES,NO,115789.25,YES
Spain,Male,31,135213.71,YES,YES,125777.28,NO
Spain,Male,25,0.0,YES,NO,18461.9,NO
France,Male,36,116229.85,YES,YES,79633.38,NO
Spain,Female,53,111201.41,YES,YES,121542.29,NO
Spain,Female,32,0.0,YES,NO,94739.2,NO
Germany,Male,27,131899.0,YES,NO,93302.29,NO
France,Male,35,124525.52,YES,YES,193793.78,NO
France,Male,47,0.0,YES,NO,74835.65,NO
France,Male,39,0.0,YES,YES,56999.9,YES
France,Female,45,47134.75,YES,YES,57236.44,NO
Spain,Male,35,0.0,NO,NO,81483.64,NO
Spain,Male,45,0.0,YES,NO,26752.56,NO
France,Male,44,0.0,NO,YES,9200.54,NO
Spain,Male,61,0.0,YES,NO,22447.85,YES
France,Male,51,0.0,YES,NO,189122.89,YES
Germany,Female,19,138657.08,YES,YES,16161.82,NO
France,Female,34,70302.48,YES,YES,68600.36,NO
Germany,Female,36,101609.01,YES,YES,447.73,NO
Spain,Male,35,0.0,YES,YES,15650.73,NO
Germany,Male,38,130170.82,YES,YES,149599.62,NO
Germany,Male,61,133802.29,YES,YES,90304.01,NO
France,Female,24,106234.02,NO,NO,115676.38,NO
Spain,Male,39,132628.98,NO,NO,38812.67,NO
Germany,Male,41,103522.75,YES,YES,34338.21,NO
Germany,Female,42,192390.52,YES,NO,823.36,NO
Spain,Male,36,0.0,NO,YES,135482.26,YES
Spain,Male,37,0.0,YES,YES,10656.89,NO
France,Female,38,0.0,NO,YES,116467.35,NO
France,Male,52,109922.61,YES,YES,96823.32,YES
Germany,Female,44,128605.32,NO,YES,171096.2,NO
France,Female,37,0.0,YES,YES,79881.39,NO
France,Female,37,68598.56,YES,NO,157862.82,NO
Spain,Male,35,106518.52,YES,YES,127951.81,NO
France,Female,31,0.0,NO,NO,191074.11,NO
France,Female,46,0.0,YES,NO,157333.69,YES
Germany,Female,29,121326.42,YES,NO,133457.52,NO
France,Male,36,67226.37,YES,NO,130789.6,NO
Spain,Female,25,82931.85,YES,YES,128373.88,NO
Spain,Female,39,0.0,YES,NO,194273.2,YES
France,Female,38,118590.41,YES,YES,5684.17,YES
France,Male,67,145981.87,YES,YES,131043.2,NO
France,Female,48,73309.38,NO,NO,21228.34,YES
France,Female,48,130796.33,YES,YES,43250.3,NO
Germany,Male,33,151607.56,YES,NO,4389.4,NO
Germany,Female,66,111577.01,NO,YES,189271.9,NO
Spain,Male,39,107042.74,YES,YES,102284.2,NO
Spain,Female,42,156371.61,NO,YES,156774.94,YES
France,Female,44,129605.99,NO,NO,69865.49,NO
Spain,Female,43,0.0,NO,YES,85523.24,NO
Spain,Female,67,0.0,YES,YES,51219.8,NO
Spain,Male,27,132576.25,NO,NO,7222.92,NO
France,Female,37,129101.3,YES,YES,23971.33,NO
Germany,Female,31,108822.4,YES,YES,132173.31,NO
Spain,Male,35,137948.51,YES,NO,113639.64,NO
Spain,Male,32,100433.8,YES,YES,39768.59,NO
Spain,Male,63,96134.11,YES,NO,108732.96,YES
Germany,Female,43,115888.04,YES,YES,117349.19,YES
France,Female,42,124626.07,YES,YES,78004.5,NO
France,Female,34,139810.34,YES,YES,152417.79,NO
Spain,Female,34,0.0,NO,NO,26057.08,NO
France,Male,37,84496.71,NO,NO,79972.09,NO
Germany,Male,70,116854.71,NO,YES,107125.79,NO
France,Female,48,138333.03,YES,YES,47679.14,NO
France,Male,25,0.0,YES,YES,134509.47,NO
Germany,Male,43,78992.75,NO,NO,153265.31,NO
Spain,Female,38,97257.41,NO,YES,179883.04,NO
France,Male,34,122453.37,YES,NO,138882.98,NO
Spain,Female,36,112940.07,NO,YES,9855.81,NO
France,Female,43,132558.26,YES,NO,67046.83,YES
France,Female,38,0.0,YES,NO,56388.63,NO
France,Female,48,133297.24,YES,NO,77764.37,NO
France,Female,46,0.0,YES,NO,130590.35,NO
France,Male,27,197041.8,NO,NO,151912.49,NO
Germany,Female,44,71497.79,NO,NO,151083.8,NO
France,Male,32,0.0,YES,YES,777.37,NO
Germany,Female,35,128100.28,NO,NO,69454.24,YES
France,Male,25,124532.78,NO,YES,11723.57,NO
Germany,Male,31,82293.82,YES,YES,91565.25,NO
France,Male,36,142120.91,YES,NO,79616.37,NO
Spain,Male,34,151839.26,YES,NO,102299.81,YES
Spain,Male,31,149620.88,YES,YES,104533.51,NO
France,Female,49,168197.66,YES,NO,140765.57,YES
France,Male,37,93147.0,YES,NO,66214.13,NO
France,Female,35,97440.02,YES,YES,139816.1,NO
Germany,Female,42,65046.08,NO,YES,140139.28,NO
Spain,Female,28,95357.49,NO,NO,102297.15,NO
Spain,Male,43,123105.88,YES,NO,145765.83,NO
Spain,Male,29,0.0,NO,YES,83912.24,NO
Spain,Male,44,0.0,NO,YES,78439.73,NO
Spain,Male,62,121286.27,NO,YES,6776.92,NO
Germany,Female,28,167738.82,YES,YES,9903.42,NO
France,Female,38,104091.29,NO,NO,91561.91,NO
Germany,Female,42,121980.56,YES,NO,4027.02,NO
France,Female,43,0.0,YES,YES,116111.51,NO
Germany,Male,39,50880.98,YES,YES,184023.54,NO
France,Female,42,175159.9,NO,NO,67124.48,YES
Germany,Female,26,105514.69,YES,NO,50070.59,NO
Germany,Male,52,116497.31,NO,NO,53793.1,YES
Spain,Female,33,0.0,YES,NO,45261.47,NO
France,Male,42,99824.45,YES,YES,36721.4,NO
France,Male,45,0.0,YES,NO,130009.85,YES
Spain,Male,71,0.0,YES,YES,175380.77,NO
France,Male,40,0.0,YES,NO,127847.25,YES
Spain,Male,35,122964.88,YES,YES,138231.7,NO
France,Female,29,0.0,NO,YES,48673.18,NO
Spain,Male,24,0.0,YES,YES,70668.77,NO
Spain,Female,43,0.0,NO,YES,199505.53,NO
France,Female,37,89634.69,YES,YES,169583.18,YES
Germany,Male,40,95710.11,YES,NO,49063.42,NO
Germany,Male,41,139706.31,YES,NO,63337.19,NO
Germany,Female,45,103909.86,YES,NO,60083.11,YES
France,Male,31,0.0,YES,NO,48606.71,NO
France,Male,49,173434.9,YES,NO,165580.93,YES
Spain,Male,32,102238.01,YES,YES,194010.12,NO
France,Female,48,179380.74,NO,YES,69263.1,NO
France,Male,32,0.0,YES,YES,88698.83,NO
France,Female,25,108691.95,YES,NO,63030.97,NO
France,Female,32,0.0,YES,NO,59668.81,NO
France,Male,33,0.0,NO,NO,184230.23,NO
Germany,Male,35,133377.8,NO,YES,64050.19,NO
Spain,Male,34,0.0,YES,YES,81853.98,NO
Spain,Male,53,0.0,YES,YES,154642.91,NO
France,Male,39,116537.6,NO,NO,145679.6,NO
France,Female,22,0.0,NO,NO,30781.77,NO
Spain,Male,40,0.0,NO,YES,81622.52,NO
France,Male,29,130131.08,NO,YES,196474.35,NO
France,Male,46,0.0,NO,YES,176276.1,NO
Spain,Male,30,0.0,YES,NO,35113.08,NO
France,Male,30,107316.09,YES,NO,64299.82,NO
France,Female,24,0.0,YES,YES,180969.55,NO
